 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2008-2010
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"Total"
"430635 Dezesseis de Novembro";2096,83;2378,80;2087,33;3969,17;1724,45;3181,20;2066,23;2038,02;3232,72;6894,20;7156,18;4715,74;3424,86;3799,73;5021,59;4428,50;7290,03;6949,24;7362,18;13075,12;9898,37;8824,84;12034,62;8991,17;8227,30;7247,24;9332,91;10362,25;14211,25;15410,80;13476,60;16783,86;16628,12;13786,69;9546,24;6650,87;274305,25
"430637 Dilermando de Aguiar";2089,05;1090,98;1172,73;4546,87;1699,27;2456,05;1169,46;4852,32;3085,05;4438,86;4029,63;1992,08;3052,45;1749,53;412,08;2463,87;8274,17;3016,36;5101,36;2939,27;4362,60;1539,70;4146,89;4380,72;5539,38;5360,23;11705,90;9741,74;12059,13;6017,45;11065,07;10279,67;7316,80;4584,17;5217,59;3611,31;166559,79
"430640 Dois Irmãos";47512,57;44604,73;50497,31;49177,05;62699,71;49550,14;56495,22;50526,48;48429,84;46213,19;41188,82;44176,42;44523,19;42627,99;47604,56;63633,44;48350,44;59567,67;65037,42;53044,22;69557,58;70609,85;61108,53;72997,44;62119,96;61269,46;79878,77;63995,61;66568,31;64572,63;57845,48;56296,59;69712,31;67196,55;61003,16;57872,74;2058065,38
"430642 Dois Irmãos das Missões";3862,00;6754,04;5842,64;5804,12;2715,73;3299,53;3003,60;3175,05;4071,42;5490,44;5422,98;8915,09;7142,01;6807,49;6774,73;9076,72;9069,13;7795,31;6881,82;5732,87;5296,92;8904,03;9567,37;7459,13;9934,57;9438,34;2752,54;3964,08;951,70;2753,16;776,04;3381,63;1402,92;855,43;959,29;3303,15;189337,02
"430645 Dois Lajeados";12248,21;7445,65;10785,88;10584,32;8543,01;9966,55;9193,87;8246,61;12037,13;10974,92;9079,14;5857,58;4736,41;5554,34;6320,44;4044,06;6146,08;5787,20;9759,71;8958,11;7398,79;9794,70;11639,42;9176,43;5757,61;8811,79;10573,13;9017,68;13033,04;9648,19;11151,84;8067,30;9456,97;10486,44;10502,14;11459,67;322244,36
"430650 Dom Feliciano";10676,25;14010,31;10951,66;12183,35;17846,20;14279,96;14861,66;15579,62;17559,77;14000,84;13513,67;19381,93;11466,88;10200,91;15784,56;15394,91;18589,58;15638,72;13640,71;12056,96;12733,69;15442,11;13341,26;9663,51;13491,38;11751,87;20955,79;20114,53;17234,28;16117,57;23273,86;24233,28;21485,75;17535,63;18225,37;21039,47;564257,80
"430660 Dom Pedrito";49616,55;75860,33;67069,63;68283,17;76503,38;78841,58;70987,72;71157,42;71842,00;87699,65;84236,12;94102,02;89920,05;90405,57;97836,65;91518,84;104201,29;103881,78;104396,22;102924,51;111315,65;109901,80;109580,75;101136,60;109191,79;99179,42;107214,25;121650,49;114931,55;88140,10;114588,81;99886,03;88567,89;110188,30;105692,51;130361,19;3402811,61
"430655 Dom Pedro de Alcântara";6045,44;3825,01;5041,95;4920,55;3422,22;3695,62;5080,54;7018,31;4467,30;7629,43;9878,31;6371,15;8552,86;12443,92;9159,41;14132,12;9232,58;10312,72;7638,57;12586,97;6267,53;9742,66;6215,53;6903,62;9569,79;6017,09;7750,44;5744,34;10219,20;13922,80;7668,70;7552,80;9453,55;6214,90;7854,71;11107,61;283660,25
"430670 Dona Francisca";8810,38;6020,41;7598,28;6342,29;7910,98;9026,24;10311,25;9213,89;7646,15;12024,82;6642,41;7109,08;9624,19;9243,67;10563,51;14748,20;10799,17;12673,52;11621,83;11568,62;16538,77;14208,87;12440,10;10569,71;6291,86;7289,55;11881,54;13865,68;9681,25;10177,57;8508,09;10331,74;10849,92;9918,67;9540,36;8678,58;360271,15
"430673 Doutor Maurício Cardoso";19802,90;22217,77;12608,28;22441,98;20051,52;19227,24;23614,76;22529,66;42116,73;27495,71;61940,57;28382,80;22395,46;22208,34;27309,90;21644,91;23793,42;23523,64;27320,98;27051,98;30793,38;25319,76;20746,67;17082,58;23430,38;18870,50;30940,10;37167,41;30814,75;19956,79;21570,22;20258,40;21137,68;18295,15;19840,49;20076,58;893979,39
"430675 Doutor Ricardo";5440,63;3709,58;4030,96;2987,95;3328,38;2787,11;5919,43;8319,52;7318,01;7178,76;6761,22;4858,23;6726,32;4129,22;3995,80;2858,09;2788,03;5587,10;4562,90;4392,38;3656,09;2641,02;1700,36;3337,67;2434,35;1397,76;4143,35;5058,82;4525,67;5274,31;4771,20;5159,21;5189,08;5744,39;4439,87;7090,59;164243,36
"430676 Eldorado do Sul";66305,63;76991,66;66108,97;69456,68;73176,78;65585,91;78402,48;89701,28;96392,64;93354,87;92945,13;104441,85;110067,12;90308,82;100170,12;103075,96;104500,29;100967,39;101366,19;98702,18;92639,99;105281,94;99950,17;119700,82;104944,49;101278,69;107879,02;107024,84;100828,91;109505,18;108291,59;109426,62;109583,75;123837,43;129379,66;138281,81;3549856,86
"430680 Encantado";58019,30;64010,46;66762,45;59390,41;54252,09;55537,89;62347,46;64489,69;68745,47;67450,34;62820,24;80039,69;82081,50;74170,25;73148,52;102549,83;76149,30;85549,71;71445,18;75516,41;83141,89;96585,49;95996,14;77008,54;92750,81;85880,94;85529,53;81293,71;85105,52;74040,77;80000,99;99234,42;78210,90;82961,15;93409,10;89322,09;2784948,18
"430690 Encruzilhada do Sul";33546,03;43842,74;42835,26;49621,89;49502,54;35443,51;49613,87;43790,72;41054,89;57099,82;49962,83;52022,45;62624,40;59019,95;85586,23;78179,97;75432,06;78216,39;60765,96;62393,35;63728,23;58490,23;61647,17;67918,99;58743,36;60016,29;78775,16;82288,06;82176,84;85174,02;97365,92;104137,91;109690,84;111615,66;104097,37;114395,43;2450816,34
"430692 Engenho Velho";5889,07;3251,46;3374,99;5642,14;3552,78;3193,56;3216,51;4556,76;9015,74;8341,62;10119,24;9473,58;9747,71;9108,53;10715,17;10111,79;11469,19;11214,13;7115,30;10464,78;10408,33;10587,32;3051,73;2532,90;3460,82;2935,36;3827,27;3862,88;2793,39;3765,46;2594,52;2520,54;4653,43;3921,24;4859,69;7622,11;222971,04
"430695 Entre Rios do Sul";16778,26;17911,66;13844,91;7317,20;18815,77;12365,71;12028,69;20146,67;19433,00;13219,74;23015,98;14729,18;13560,34;15413,68;11642,11;34135,53;12678,71;10991,34;6204,53;6005,86;7502,63;11522,01;7803,86;11585,94;8945,18;14807,71;8494,09;11579,90;14665,67;13127,92;23005,03;12930,17;13814,99;15476,39;15318,92;10408,54;501227,82
"430693 Entre-Ijuís";39930,55;40710,02;43425,29;41205,21;44471,08;41603,85;46664,09;42174,26;49534,57;44892,04;43268,01;46188,52;40188,66;33780,77;46988,43;46927,50;40168,63;49999,60;43365,54;43760,78;49565,06;48612,12;43445,60;52632,34;47816,29;53140,16;46147,54;53452,44;52893,95;55312,92;59241,83;55662,23;58261,99;58759,44;55757,15;46468,40;1706416,86
"430697 Erebango";6503,50;5630,01;7950,45;8889,57;7932,67;11020,15;15128,00;12901,54;15232,29;13046,46;11556,83;12677,19;13645,85;12509,33;12957,74;9151,09;10059,67;13779,35;15598,50;13821,81;11751,62;12449,88;14257,61;13279,42;14557,92;11085,10;11450,82;11167,23;12529,03;16975,11;11417,64;11815,41;13411,57;10375,72;15036,62;15246,70;436799,40
"430700 Erechim";342674,38;412013,31;371797,09;382685,56;364730,99;372177,46;412690,32;413410,85;403608,20;395242,53;381575,32;394319,91;391180,09;364506,44;409041,13;417518,96;514401,14;413620,52;410430,94;348294,45;372001,05;398488,83;412433,27;481676,59;436534,44;478041,37;450215,19;456680,08;436240,73;468924,29;409583,19;388941,94;468776,47;416053,94;419061,02;420808,08;14830380,07
"430705 Ernestina";10821,39;10730,78;13390,98;13918,16;12953,53;11261,22;13637,97;11412,20;11333,15;12264,70;10954,98;15675,47;18529,20;20071,87;17521,72;24529,76;26211,76;18610,15;22521,28;17332,37;23893,00;26409,22;26234,82;24853,85;23873,71;22768,78;22515,27;19817,52;20709,27;22609,35;16748,47;19791,46;18214,07;18820,37;23439,39;26304,01;670685,20
"430720 Erval Grande";6559,49;10155,10;7606,65;6633,87;7035,54;6403,91;6688,70;6782,22;5897,22;5141,66;10554,15;7893,74;8614,42;13894,69;18869,27;14516,62;11359,85;10764,05;13851,94;10384,11;15060,34;11570,47;14943,48;13953,55;8180,67;12273,84;14086,38;21005,83;18251,58;16182,11;12660,43;13726,75;15833,14;16473,20;16721,20;15825,27;426355,44
"430730 Erval Seco";16771,67;18641,82;21794,42;18677,58;21477,03;24069,11;30710,55;31905,60;33580,32;20000,48;35694,22;39499,19;31649,53;35469,85;31880,42;34648,52;29763,79;39898,43;31939,35;37671,69;40880,50;32475,35;33518,36;43572,11;48887,86;48311,72;47322,89;38006,71;46103,86;43453,07;33375,27;45091,91;47130,30;47214,81;34821,71;32100,28;1248010,28
"430740 Esmeralda";3116,97;4894,36;4803,52;9929,25;6950,06;4506,37;5965,53;6616,63;10312,79;5225,47;3668,75;5950,07;6181,26;8411,90;6762,01;9312,30;7950,24;10312,02;12327,46;11954,34;6696,62;4140,59;8642,32;8301,55;4151,06;5381,61;6838,83;5357,36;2280,31;6303,99;6475,15;7174,82;4912,62;5101,82;6917,81;4569,25;238397,01
"430745 Esperança do Sul";7276,17;5779,55;4496,94;7013,13;4093,08;5748,65;8238,68;7699,49;7692,73;11758,94;4734,81;6704,43;4628,18;6728,58;10265,39;10149,14;8746,84;8387,57;9994,49;15643,86;10890,21;8845,54;10363,28;10764,17;9594,11;8987,90;12132,12;12375,74;19206,34;8557,91;13573,05;17099,26;20452,96;19914,47;19184,44;14473,33;372195,48
"430750 Espumoso";44222,87;60146,54;49817,69;65457,01;56776,77;57674,44;56623,13;67672,74;82151,25;60209,41;56592,64;57247,48;58724,54;54048,96;62822,76;67513,28;67480,66;69104,71;71407,15;56867,29;64994,54;60576,68;60405,20;96600,99;53072,33;58375,62;73541,17;71143,86;73586,57;66782,52;83939,74;90275,52;73107,90;71434,55;69650,77;69042,19;2359091,47
"430755 Estação";37271,02;32118,97;44053,67;46970,19;44165,19;44913,84;51112,88;48444,50;39148,41;45046,27;48668,88;48935,39;42229,71;44383,36;52883,55;41154,34;51035,09;51353,30;48971,67;48973,56;51294,28;43953,84;51115,35;48424,40;47263,71;38854,21;41148,59;48706,75;45344,88;42808,50;35523,69;36255,60;60408,43;34881,64;43468,96;38175,59;1619462,21
"430760 Estância Velha";87760,08;124098,36;117286,98;109869,39;118915,28;113269,19;98433,64;113133,48;118274,62;125453,31;99172,82;125902,17;119125,79;137329,86;139076,71;135965,35;141701,14;156002,74;168622,37;162286,76;165874,11;182052,66;161894,35;166076,45;159289,32;149526,82;158560,03;147333,98;159546,37;170036,84;175607,79;141872,44;158892,78;149195,13;155600,70;173885,80;5086925,61
"430770 Esteio";252187,46;275079,92;276771,09;287452,90;276597,66;299269,92;306923,97;298578,91;296549,45;309893,77;279858,69;315069,84;300409,57;278105,92;315865,67;301211,99;329589,04;335381,45;356023,20;344383,67;355812,07;374423,31;354800,51;368437,63;332315,11;311936,48;366125,39;391654,92;370996,94;352588,12;357612,79;346885,58;361139,17;370584,77;360267,12;369438,62;11780222,62
"430780 Estrela";104469,82;111802,47;119079,11;121878,47;123093,25;115964,68;114096,47;121411,22;129175,85;146537,81;125191,62;127048,91;133474,05;128791,63;132623,93;136640,31;147291,49;153592,88;141594,16;152448,08;158561,28;154460,53;142281,15;145540,26;137330,96;172266,32;155727,61;178481,50;174093,08;147825,16;138082,63;177041,70;136260,12;141191,15;146955,66;147154,13;5039459,45
"430781 Estrela Velha";8128,34;5626,64;6793,29;7788,17;6411,29;6441,13;4250,16;6144,85;9292,91;12273,60;12806,28;11437,10;7751,02;8285,24;11169,72;9762,79;15855,94;13983,45;20790,14;13945,79;13409,76;7091,39;10634,67;16766,83;15273,49;12448,28;13962,58;12839,01;12602,03;19233,59;11216,61;9799,59;12637,56;12788,97;11039,63;7765,70;398447,54
"430783 Eugênio de Castro";6774,06;10155,90;11392,24;10500,03;7169,92;10383,23;12721,33;14272,95;12260,09;12460,90;12531,46;12502,28;16784,50;12630,82;15905,35;15471,83;16335,88;17086,76;17990,45;18122,54;29271,82;21762,10;20715,18;22147,59;19301,53;14923,74;17211,91;13679,52;18070,37;19506,19;15946,40;12121,28;10845,89;8852,07;12550,24;11371,79;531730,14
"430786 Fagundes Varela";4798,56;4894,13;5807,97;5015,72;6953,26;7077,64;6881,12;5569,99;3760,02;3460,26;3811,23;8419,12;4765,12;5620,35;5964,48;4485,07;6111,19;4889,95;4330,41;5660,63;6982,24;13347,32;11414,80;14904,18;12275,64;14280,56;13764,43;11769,53;10820,37;12749,57;10844,75;9726,73;11985,35;10013,33;14234,54;8071,00;295460,56
"430790 Farroupilha";138986,34;130461,40;127323,00;138790,09;175549,13;226208,68;312556,43;174880,06;202014,20;224922,30;300656,35;334409,72;246223,33;155042,07;164419,59;158441,68;171364,32;170475,59;172826,68;160712,50;160209,56;155226,10;172052,36;155541,82;150626,20;167885,79;166602,39;176598,74;161338,72;163725,72;166399,23;155456,39;156141,74;174903,49;173999,19;183119,86;6526090,76
"430800 Faxinal do Soturno";35811,38;35957,57;37584,23;32167,99;36708,37;36013,68;34595,04;40779,72;38470,73;38232,06;37818,45;44507,97;49040,98;36489,15;42984,79;43465,98;43554,73;41260,24;42764,32;41212,68;41120,63;42893,36;35376,44;38385,77;37744,28;33962,51;34751,32;41002,26;41060,35;39083,74;38711,19;31510,36;36631,32;37299,79;39556,35;35976,32;1394486,05
"430805 Faxinalzinho";2923,41;4466,99;4623,45;8294,17;9253,21;7515,62;9662,79;6979,79;3377,62;6451,62;6382,17;5531,63;3059,57;3658,02;5208,37;8760,36;5162,08;4355,85;2073,63;1618,70;2373,88;3980,68;6776,07;3856,09;4812,97;3154,07;4755,78;4579,45;3583,28;3515,57;6423,21;2899,88;4921,06;6668,87;3551,71;6837,10;182048,72
"430807 Fazenda Vilanova";4906,69;5152,18;5769,56;7254,22;7123,92;8868,16;7721,52;7221,71;7223,21;8082,22;11529,25;10817,29;10724,65;11876,65;12751,18;13084,52;13390,03;13183,94;15248,69;15486,90;15924,18;11294,68;13716,19;14669,88;9140,39;11894,97;11210,93;13662,32;11364,12;12192,69;17305,02;15890,92;14557,45;21356,79;22167,26;16162,86;429927,14
"430810 Feliz";24174,23;25010,91;28513,11;24271,38;28768,56;29901,23;36536,04;26945,45;29290,54;28800,13;24843,06;25655,16;25589,94;24547,04;30184,62;32029,75;32845,70;38110,08;37920,17;35868,71;34643,60;24386,45;24472,18;23655,93;24231,52;25683,85;24856,91;28667,85;29757,24;28346,58;23525,18;28140,10;33882,59;29546,41;30559,48;25952,31;1030113,99
"430820 Flores da Cunha";38237,58;40303,05;35410,04;37897,18;34637,51;29480,43;29551,93;27120,59;28183,98;29502,76;25094,30;28272,11;32098,30;31301,49;45684,39;37710,19;50300,33;44821,19;49206,81;55149,31;49195,29;46195,77;54657,82;44974,59;60586,16;53605,20;67468,00;55555,68;71311,75;65535,08;49465,45;52573,23;53986,69;57716,88;65701,30;40634,63;1619126,99
"430825 Floriano Peixoto";10835,08;10048,48;12230,59;11362,91;8601,66;11957,75;15892,99;14239,33;14446,70;12874,02;8126,94;10203,76;6800,69;7852,83;8773,38;7893,40;11446,58;12588,07;12345,37;11832,09;9123,69;10707,34;12317,19;13559,11;11576,68;11236,39;14150,51;11106,44;12994,80;11524,72;19795,19;40062,06;8480,18;8273,49;11167,96;9063,14;435491,51
"430830 Fontoura Xavier";19461,89;23782,26;26429,44;24596,43;25489,69;28497,88;31495,43;27469,15;29973,91;36065,95;33238,20;34822,16;40580,11;41421,77;40552,87;43392,54;29656,50;28927,53;27888,26;34696,97;27959,18;22462,78;27700,40;23437,87;27054,27;21412,33;26534,17;32056,85;31581,43;33543,30;34901,25;39378,48;33352,76;31676,36;40715,89;34910,92;1117117,18
"430840 Formigueiro";21434,26;17001,67;22179,94;21333,58;22453,77;24708,54;24571,53;33396,95;25641,04;24154,99;19826,07;24922,92;23583,93;16915,37;26209,38;31542,85;28093,01;35387,09;35272,08;28001,51;29661,13;29506,98;26579,75;27595,81;28862,11;20706,40;23990,93;34541,32;29869,39;32032,33;34133,56;35907,31;43344,71;41505,36;20746,27;26729,68;992343,52
"430843 Forquetinha";6206,86;10209,32;5956,64;6527,61;6379,82;7238,37;8967,16;7702,78;3430,41;8889,06;4628,29;10211,08;11439,45;6605,18;5411,14;6887,76;7101,53;5278,50;9205,70;7119,72;6726,34;6428,77;9991,48;8123,40;7731,30;7752,19;10738,76;7153,52;8732,22;9577,94;9411,22;9533,98;6422,33;5915,28;14222,81;8501,14;282359,06
"430845 Fortaleza dos Valos";26855,17;23078,91;14823,54;6124,42;6119,45;11112,41;14395,70;9433,63;9130,47;7123,84;8613,45;9941,94;8537,46;6802,79;7823,43;9819,32;10438,69;12183,91;11258,19;11564,38;8684,87;8342,86;7136,13;7916,70;4667,29;2325,02;7202,79;4260,72;7577,24;12721,17;16774,46;12958,65;21763,20;23446,80;12811,27;11073,42;394843,69
"430850 Frederico Westphalen";80432,31;78906,71;90733,80;81655,64;72982,94;74789,75;84338,71;78560,15;87871,50;92290,44;78424,48;77830,70;74032,17;65735,43;77713,54;98871,66;96072,49;101031,76;105854,97;104259,17;106451,71;113807,51;116778,60;137972,23;111439,39;110670,77;121144,93;116724,94;129715,61;115740,97;111986,31;108360,08;104387,52;170445,58;131687,68;140717,59;3650419,74
"430860 Garibaldi";58388,57;62560,64;68080,68;63957,31;67187,13;76818,00;73701,37;77545,50;67625,96;80999,81;80875,03;86356,30;81802,62;79472,49;88283,93;99495,69;110198,15;92397,31;98994,75;110839,91;125667,16;128079,98;126752,76;139811,77;146301,52;128630,86;141065,02;133219,62;118645,04;124500,61;120045,14;111359,47;120478,18;130824,83;114410,00;122451,92;3657825,03
"430865 Garruchos";3215,34;4156,37;5532,17;4560,43;960,26;3753,22;3221,99;1880,20;899,00;1755,52;2776,02;4281,62;3034,45;1462,06;1311,54;1570,61;2213,38;1270,11;4816,93;6634,55;5371,71;4592,38;5049,25;4005,35;5640,55;4804,20;5303,97;5756,24;7161,35;6646,47;7938,15;6086,33;9140,24;7167,24;8011,06;11529,07;163509,33
"430870 Gaurama";28336,26;31398,04;29741,85;28243,54;24131,16;24728,32;33593,40;24581,22;28840,18;23076,35;21512,69;22001,21;19319,70;26387,69;22215,66;29122,49;24220,56;53378,19;39766,44;25560,66;23933,60;22687,70;26446,09;25211,47;22239,39;25624,74;25101,48;29265,93;20928,84;24681,31;19236,12;21581,37;17750,69;20679,13;23723,02;16588,86;925835,35
"430880 General Câmara";16298,25;20529,17;18798,81;13323,81;21258,28;20842,35;19667,79;18794,97;20874,20;19220,60;20692,94;20694,76;18004,14;22424,64;17996,88;25235,85;28220,46;27764,70;28609,75;26928,79;23216,83;35607,59;35025,37;31152,01;34241,48;32673,95;31186,32;28200,38;27391,01;26942,24;26211,46;19878,32;24373,52;26287,53;30396,45;26628,48;885594,08
"430885 Gentil";7296,90;2825,92;7651,24;7751,34;2470,26;861,91;802,45;8310,63;5247,59;5202,17;6461,64;1874,91;5571,81;3136,32;3863,67;2379,22;6467,39;3283,19;6532,17;7239,78;5096,26;7210,74;1779,57;5292,04;1498,12;1401,86;6398,52;10244,55;9249,34;3555,55;2299,02;4513,00;3431,90;4094,95;3811,85;5855,91;170963,69
"430890 Getúlio Vargas";49213,67;43297,89;46278,83;49827,45;45864,29;49853,84;60562,52;58511,73;66492,71;53321,02;49797,29;51819,99;55826,85;59401,70;67301,31;57454,03;58494,87;56600,86;72849,07;63072,17;57962,57;58117,76;62362,47;70759,55;98982,87;60724,86;72925,53;79565,09;69519,51;63792,57;64763,40;68971,34;77463,88;77522,95;80732,63;86534,67;2266543,74
"430900 Giruá";77193,64;101505,67;97676,84;101560,92;114618,16;112291,96;128025,23;106906,60;123556,62;107405,66;105967,48;94571,41;85500,29;112816,20;121102,32;111986,67;178037,86;163457,84;174632,42;130383,65;132153,67;127660,24;132190,92;132088,10;128958,90;137296,63;154126,84;143635,09;142985,83;126429,93;125150,29;128789,34;123698,12;125590,28;145286,22;154501,08;4509738,92
"430905 Glorinha";22401,41;20078,16;26915,09;23277,48;23838,17;25270,34;25200,23;25621,88;26852,49;30894,09;29305,03;25813,59;24405,89;21738,90;22583,88;25207,12;29549,64;26657,88;30071,47;31909,06;35897,33;33362,45;36623,29;32328,91;32776,96;22195,45;20679,90;20205,51;29844,98;27360,44;22814,61;29155,88;27614,03;24817,48;28453,42;29194,15;970916,59
"430910 Gramado";63776,54;78727,40;74248,15;62586,13;71735,21;71012,85;75711,55;81963,10;96188,97;76274,23;77826,18;73225,01;85009,50;87820,70;78601,67;94367,19;103998,69;88767,30;105062,87;114119,66;109786,74;111757,64;105936,02;109024,42;133242,35;102483,24;102362,45;111629,17;112848,21;112285,44;104671,10;108344,90;110634,09;113436,21;91581,46;102774,78;3403821,12
"430912 Gramado dos Loureiros";5025,61;3646,63;5910,25;5355,03;7772,93;5512,47;5729,05;7800,25;6856,05;5869,79;3263,71;4190,76;6368,96;3939,58;1550,97;2020,38;2937,44;4612,81;3932,55;4233,40;3076,08;5939,64;5707,37;8696,10;10149,66;7505,29;8467,29;5926,66;5950,76;6157,76;13530,27;9064,10;3614,09;4652,43;3429,28;4201,55;202596,95
"430915 Gramado Xavier";4755,59;6145,38;2745,24;4062,05;3532,92;2958,09;2480,05;3633,31;4091,31;7524,15;5380,45;10161,51;10206,09;9096,15;13707,43;9279,58;10652,43;8976,59;5134,49;10315,66;11112,77;15271,20;11381,56;7690,23;7371,51;6858,37;8060,00;7748,28;6306,46;8230,86;7895,97;7700,80;7888,69;7587,47;10887,88;10106,28;276936,80
"430920 Gravataí";763201,83;809146,73;822606,94;886317,24;843546,87;870106,56;954603,78;908342,51;900538,64;888135,85;940516,39;944073,39;953357,79;814086,98;918643,01;923796,32;982819,18;980394,26;1093426,11;1048263,46;1016052,69;1050148,76;1037211,08;1110525,36;1091078,70;1045452,04;1162178,79;1148972,08;1382109,53;1238410,82;1147568,53;1327120,09;1104691,58;1157998,91;1136591,12;1106254,40;36508288,32
"430925 Guabiju";783,29;1711,57;1563,74;1311,61;2429,45;1941,23;1831,04;1986,31;1563,85;1991,59;1193,57;1358,99;3200,53;5413,87;4297,54;4744,64;4077,18;4912,79;8486,14;6733,29;7539,45;10534,08;7519,20;8711,55;11469,99;8844,16;9300,93;9564,03;10001,79;10372,20;8372,23;9636,35;8645,74;12357,86;11296,36;12329,60;218027,74
"430930 Guaíba";257483,08;281221,80;266580,74;261801,38;275889,08;277407,00;290192,18;297551,67;308780,37;325261,68;291577,05;321109,64;314830,53;294771,66;314784,60;309561,07;302721,17;305457,73;321198,97;329713,13;328844,99;328903,30;314682,34;360477,10;323015,64;321500,64;331385,59;313589,98;326440,04;324576,45;356755,43;361160,25;358066,04;358302,19;356752,11;379085,75;11391432,37
"430940 Guaporé";52918,49;58764,51;46226,57;39912,65;41761,87;43310,19;40906,74;44215,81;56686,70;45055,84;44598,52;60391,26;71303,36;66697,21;65524,19;80293,37;81775,79;82264,30;79996,80;89522,66;92754,59;86555,27;90533,94;88624,70;86524,33;74194,55;104598,42;96147,46;132745,45;99429,40;107276,78;83745,60;96218,24;109220,25;98681,24;97237,28;2736614,33
